Seq,DateListed,縣市別代碼,鄉鎮市區代碼,縣市,鄉鎮市區,村里,鄰,部落傳統名制_羅馬拼音,部落名稱,X座標,Y座標,定位點,緯度,經度,族別
1,"20220725","65000","65000290","新北市","烏來區","忠治里","1~7","Tampya","忠治(桶壁)部","305498.888","2753073.108","新店分局忠治派出所","24.88429","121.5493","泰雅族"
2,"20220725","65000","65000290","新北市","烏來區","烏來里","1~15","Ulay","烏來部落","305970.318","2750747.51","烏來中小學","24.86327","121.5539","泰雅族"
3,"20220725","65000","65000290","新北市","烏來區","信賢里","1~9","Lahaw","信賢部落","303429.14","2748018.757","信賢種籽國小","24.83872","121.5286","泰雅族"
4,"20220725","65000","65000290","新北市","烏來區","福山里","1~6","Tranan","福山部落","300767.159","2741174.803","福山國小","24.77694","121.502","泰雅族"
5,"20220725","68000","68000130","桃園市","復興區","澤仁里","4~6","Rahaw","溪口台部落","285093.784","2744067.137","溪口公園","24.80359","121.3471","泰雅族"
6,"20220725","68000","68000130","桃園市","復興區","澤仁里","7~15","Pyasan","比雅山(角板山)部落","285475.997","2745386.995","介壽國小","24.81549","121.3509","泰雅族"
7,"20220725","68000","68000130","桃園市","復興區","澤仁里","16~17","Wsilung","詩朗部落","285812.918","2746009.496","三岔路口","24.82111","121.3543","泰雅族"
8,"20220725","68000","68000130","桃園市","復興區","澤仁里","18~20","Hbun","霞雲坪部落","285734.959","2744510.691","十字路口","24.80757","121.3535","泰雅族"
9,"20220725","68000","68000130","桃園市","復興區","羅浮里","1~2","Hbun-sinqumi","合流部落","287202.655","2744050.609","大溪分局溪內派出所","24.80339","121.368","泰雅族"
10,"20220725","68000","68000130","桃園市","復興區","羅浮里","3~5","Kinyawpan","羅浮部落","286843.125","2743343.156","羅浮國小","24.79701","121.3644","泰雅族"
11,"20220725","68000","68000130","桃園市","復興區","羅浮里","6","Rangay","斷匯部落","285522.925","2740146.608","羅浮國小高坡分校","24.76818","121.3513","泰雅族"
12,"20220725","68000","68000130","桃園市","復興區","羅浮里","7","Kawbu’","高坡部落","285555.386","2740089.259","北部橫貫公路","24.76766","121.3516","泰雅族"
13,"20220725","68000","68000130","桃園市","復興區","羅浮里","8","Khpan","大彎部落","284877.522","2739292.367","北部橫貫公路","24.76048","121.3449","泰雅族"
14,"20220725","68000","68000130","桃園市","復興區","高義里","1","Raka","上蘇樂部落","287880.523","2731911.734","北部橫貫公路","24.69377","121.3744","泰雅族"
15,"20220725","68000","68000130","桃園市","復興區","高義里","2","Tkasan","下蘇樂部落","287859.266","2732754.914","公路","24.70139","121.3742","泰雅族"
16,"20220725","68000","68000130","桃園市","復興區","高義里","3","Quri","下高義部落","286569.964","2733863.759","北部橫貫公路","24.71143","121.3615","泰雅族"
17,"20220725","68000","68000130","桃園市","復興區","高義里","4~5","Uruw","中高義部落","286460.936","2733887.769","高義國小","24.71165","121.3604","泰雅族"
18,"20220725","68000","68000130","桃園市","復興區","高義里","6","Kuli","上高義部落","285848.735","2733323.128","公路","24.70657","121.3543","泰雅族"
19,"20220725","68000","68000130","桃園市","復興區","高義里","7~8","Sbunaw","雪霧鬧部落","286992.344","2737190.135","三岔路口","24.74145","121.3657","泰雅族"
20,"20220725","68000","68000130","桃園市","復興區","高義里","9","Qehuy","內奎輝部落","283554.041","2737361.704","三岔路口","24.74308","121.3317","泰雅族"
21,"20220725","68000","68000130","桃園市","復興區","高義里","10","Raga’","楓香部落","285977.765","2738130.1","公路","24.74996","121.3557","泰雅族"
22,"20220725","68000","68000130","桃園市","復興區","高義里","11~12","Piyaway","比亞外部落","285842.1","2735542.46","里安長老教會","24.726583","121.35428","泰雅族"
23,"20220725","68000","68000130","桃園市","復興區","義盛里","1~3","Rahu’","下宇內（小烏來）部落","288363.433","2742682.011","義盛國小","24.791","121.3794","泰雅族"
24,"20220725","68000","68000130","桃園市","復興區","義盛里","4~5","Qapu’","卡普部落","289363.945","2743232.631","公路","24.79595","121.3893","泰雅族"
25,"20220725","68000","68000130","桃園市","復興區","義盛里","6","Qus","和平部落","288849.862","2742628.527","三岔路口","24.79051","121.3842","泰雅族"
26,"20220725","68000","68000130","桃園市","復興區","義盛里","7","Yubang","上宇內部落","289074.232","2742625.263","公路","24.79047","121.3864","泰雅族"
27,"20220725","68000","68000130","桃園市","復興區","義盛里","8","Triqan","大利幹部落","287367.932","2742204.416","三岔路口","24.78671","121.3696","泰雅族"
28,"20220725","68000","68000130","桃園市","復興區","義盛里","9~11","Zihing","義興部落","286991.398","2741079.397","三岔路口","24.77657","121.3658","泰雅族"
29,"20220725","68000","68000130","桃園市","復興區","三民里","2~5","Kayu-baliq","新村部落","284103.021","2746599.522","北部橫貫公路","24.82647","121.3374","泰雅族"
30,"20220725","68000","68000130","桃園市","復興區","三民里","6~9","Blhuy","枕頭山1部落","283967.374","2746368.005","枕頭山農莊","24.82438","121.336","泰雅族"
31,"20220725","68000","68000130","桃園市","復興區","三民里","10~12","Kzyay","水流東部落","283453.014","2747309.81","三民國小","24.8329","121.331","泰雅族"
32,"20220725","68000","68000130","桃園市","復興區","三民里","13~14","Tuba","大窩部落","284571.848","2748190.896","十字路口","24.84083","121.3421","泰雅族"
33,"20220725","68000","68000130","桃園市","復興區","三民里","15~19","Luhung","基國派部落","284605.836","2747877.761","基國產業道路","24.838","121.3424","泰雅族"
34,"20220725","68000","68000130","桃園市","復興區","奎輝里","1","Blhuy","枕頭山2部落","283727.636","2744034.695","公路","24.80332","121.3336","泰雅族"
35,"20220725","68000","68000130","桃園市","復興區","奎輝里","2","Qmocyan","下奎輝部落","283049.155","2743791.052","三岔路口","24.80114","121.3269","泰雅族"
36,"20220725","68000","68000130","桃園市","復興區","奎輝里","3~4","Babau","中奎輝部落","283836.489","2743355.217","奎輝國小","24.79719","121.3347","泰雅族"
37,"20220725","68000","68000130","桃園市","復興區","奎輝里","5~6","Qnau","上奎輝部落","282483.799","2741671.671","三岔路口","24.78202","121.3212","泰雅族"
38,"20220725","68000","68000130","桃園市","復興區","奎輝里","7~9","Ksunu'","嘎色鬧部落","282867.48","2740964.631","嘎色鬧獵人學校","24.77562","121.325","泰雅族"
39,"20220725","68000","68000130","桃園市","復興區","長興里","1","Bilus","石門部落","275203.865","2744262.903","三岔路口","24.80555","121.2493","泰雅族"
40,"20220725","68000","68000130","桃園市","復興區","長興里","5","Qoyaw","下高遶部落","279042.751","2743523.5","羅馬公路","24.7988","121.2873","泰雅族"
41,"20220725","68000","68000130","桃園市","復興區","長興里","6","Qoyaw","中高遶部落","278436.166","2743208.903","羅馬公路","24.79597","121.2813","泰雅族"
42,"20220725","68000","68000130","桃園市","復興區","長興里","7","Silong","喜龍部落","277482.564","2742770.463","三岔路口","24.79203","121.2718","泰雅族"
43,"20220725","68000","68000130","桃園市","復興區","長興里","8~9","Qoyaw","上高遶部落","278162.947","2742218.921","羅馬公路","24.78704","121.2785","泰雅族"
44,"20220725","68000","68000130","桃園市","復興區","長興里","14~17","Snazi","竹頭角部落","281078.283","2743609.48","長興國小","24.79954","121.3074","泰雅族"
45,"20220725","68000","68000130","桃園市","復興區","霞雲里","1","Kin‘lwan","金暖部落","288084.436","2744801.797","流霞道路","24.81015","121.3767","泰雅族"
46,"20220725","68000","68000130","桃園市","復興區","霞雲里","2~3","Sqiy","志繼部落","288592.621","2746072.176","三岔道路","24.8216","121.3818","泰雅族"
47,"20220725","68000","68000130","桃園市","復興區","霞雲里","4~5","Cyasi","佳志部落","291482.201","2747265.338","東眼山國家森林遊樂園","24.8323","121.4104","泰雅族"
48,"20220725","68000","68000130","桃園市","復興區","霞雲里","6","Yuwhbun raka","優霞雲部落","288760.912","2745536.791","霞雲國小","24.81677","121.3834","泰雅族"
49,"20220725","68000","68000130","桃園市","復興區","霞雲里","7","Kayway","卡外部落","289821.448","2746008.671","公路","24.821","121.3939","泰雅族"
50,"20220725","68000","68000130","桃園市","復興區","霞雲里","8~11","Qus","庫志部落","290025.753","2744305.289","庫志道路","24.80561","121.3959","泰雅族"
51,"20220725","68000","68000130","桃園市","復興區","三光里","1~2","Tgleq","鐵立庫部落","285929.324","2728393.954","復華道路","24.66206","121.355","泰雅族"
52,"20220725","68000","68000130","桃園市","復興區","三光里","3~4","Saruc","砂崙子部落","285666.221","2729242.783","桃113公路","24.66973","121.3524","泰雅族"
53,"20220725","68000","68000130","桃園市","復興區","三光里","5~7","Twan nokan","武道能敢部落","287164.055","2729703.326","三光國小","24.67385","121.3672","泰雅族"
54,"20220725","68000","68000130","桃園市","復興區","三光里","8~12","Zihing","爺亨部落","288001.318","2729682.205","爺亨道路","24.67364","121.3755","泰雅族"
55,"20220725","68000","68000130","桃園市","復興區","華陵里","1~3","Qrahu","嘎拉賀部落","290785.481","2726049.098","光華道路","24.64077","121.4029","泰雅族"
56,"20220725","68000","68000130","桃園市","復興區","華陵里","4","Ngurus","後光華部落","290441.258","2727669.209","光華國小","24.6554","121.3995","泰雅族"
57,"20220725","68000","68000130","桃園市","復興區","華陵里","5~6","Tqwiy","哈嘎灣部落","290300.228","2728715.205","三岔路口","24.66485","121.3982","泰雅族"
58,"20220725","68000","68000130","桃園市","復興區","華陵里","7","Qphay","下巴陵部落","288911.747","2730192.6","復興鄉幼兒園","24.67823","121.3845","泰雅族"
59,"20220725","68000","68000130","桃園市","復興區","華陵里","8","Balung","中巴陵部落","290229.719","2730343.154","巴陵道路","24.67955","121.3975","泰雅族"
60,"20220725","68000","68000130","桃園市","復興區","華陵里","9~10","‘Bu balung","上巴陵部落","290186.225","2730977.151","巴陵國小","24.68528","121.3971","泰雅族"
61,"20220725","68000","68000130","桃園市","復興區","華陵里","11","Qara","卡拉部落","291864.414","2731802.018","神木路","24.69268","121.4137","泰雅族"
62,"20220725","68000","68000130","桃園市","復興區","華陵里","11","Quzi","中心部落","291864.414","2731802.018","神木路","24.69268","121.4137","泰雅族"
63,"20220725","10004","10004120","新竹縣","尖石鄉","義興村","1~2","Mkzihing","義興部落","271405.403","2732964.245","三岔路口","24.70359","121.2116","泰雅族"
64,"20220725","10004","10004120","新竹縣","尖石鄉","義興村","6~9","Mkmatuy","馬胎部落","267987.982","2731380.458","嘉興國小義興分班","24.68934","121.1778","泰雅族"
65,"20220725","10004","10004120","新竹縣","尖石鄉","錦屏村","1~2","Ｐiling","比麟部落","273004.828","2732166.548","三岔路口","24.69637","121.2274","泰雅族"
66,"20220725","10004","10004120","新竹縣","尖石鄉","錦屏村","3","Hbun-lesa","合汶壘上部落","272479.038","2731161.835","錦屏道路","24.68731","121.2221","泰雅族"
67,"20220725","10004","10004120","新竹縣","尖石鄉","錦屏村","4~5","Yutak","小錦屏部落","271030.555","2729168.511","梅花通路","24.66933","121.2078","泰雅族"
68,"20220725","10004","10004120","新竹縣","尖石鄉","錦屏村","6","Paqiy","吹上部落","271758.619","2730826.279","梅花通路","24.6842","121.215","泰雅族"
69,"20220725","10004","10004120","新竹縣","尖石鄉","錦屏村","7~8","Kbaqeh","那羅一部落","274518.999","2730376.647","橫山分局那羅派出所","24.68019","121.2423","泰雅族"
70,"20220725","10004","10004120","新竹縣","尖石鄉","錦屏村","9~10","Cinbulan","那羅二、三部落","274973.638","2730387.053","錦屏國小","24.68027","121.2468","泰雅族"
71,"20220725","10004","10004120","新竹縣","尖石鄉","錦屏村","11","Kuxan","那羅四部落","275717.671","2730030.431","後山產業道路","24.67704","121.2541","泰雅族"
72,"20220725","10004","10004120","新竹縣","尖石鄉","錦屏村","12","Ageq","那羅五部落","275205.878","2729968.697","三岔路口","24.67649","121.2491","泰雅族"
73,"20220725","10004","10004120","新竹縣","尖石鄉","錦屏村","13","Micista","那羅六部落","276925.639","2729362.706","錦屏道路","24.67099","121.266","泰雅族"
74,"20220725","10004","10004120","新竹縣","尖石鄉","嘉樂村","3","Mknahuy","拿互伊部落","271298.725","2733138.603","嘉興國小","24.70517","121.2105","泰雅族"
75,"20220725","10004","10004120","新竹縣","尖石鄉","嘉樂村","4~5","Mksuzing","麥樹仁部落","271559.157","2734616.425","竹120縣道","24.71851","121.2131","泰雅族"
76,"20220725","10004","10004120","新竹縣","尖石鄉","嘉樂村","8~10","Mklapay","加拉排部落","273237.904","2735609.715","竹120縣道","24.72745","121.2297","泰雅族"
77,"20220725","10004","10004120","新竹縣","尖石鄉","嘉樂村","14","Lkuxan","過水橋部落","273784.38","2735121.273","三岔路口","24.72303","121.2351","泰雅族"
78,"20220725","10004","10004120","新竹縣","尖石鄉","新樂村","1","Gowryu","合流部落","275336.2","2736088.052","新樂國小","24.73174","121.2505","泰雅族"
79,"20220725","10004","10004120","新竹縣","尖石鄉","新樂村","2~4","Hbun-Rangay","下水田部落","276122.138","2737053.697","水田道路","24.74044","121.2582","泰雅族"
80,"20220725","10004","10004120","新竹縣","尖石鄉","新樂村","5~7","Mkslaq","上水田部落","276133.127","2736247.164","三岔路口","24.73316","121.2583","泰雅族"
81,"20220725","10004","10004120","新竹縣","尖石鄉","新樂村","8~9","Qalang-Qwayux","武漢部落","277068.214","2734634.329","9鄰建築物","24.71858","121.2676","泰雅族"
82,"20220725","10004","10004120","新竹縣","尖石鄉","新樂村","8","Cyocuy","鳥嘴部落","278294.755","2734450.303","8鄰路口","24.7169","121.2797","泰雅族"
83,"20220725","10004","10004120","新竹縣","尖石鄉","新樂村","10","Hbun-Qramay","煤源部落","277258.855","2733859.901","竹120縣道","24.71159","121.2694","泰雅族"
84,"20220725","10004","10004120","新竹縣","尖石鄉","新樂村","10","Hbun kramay","煤源中部落","277258.855","2733859.901","竹120縣道","24.71159","121.2694","泰雅族"
85,"20220725","10004","10004120","新竹縣","尖石鄉","新樂村","11","Rahaw","拉號部落","275416.211","2735418.991","公路","24.7257","121.2512","泰雅族"
86,"20220725","10004","10004120","新竹縣","尖石鄉","新樂村","12~13","Pololan","福祿灣部落","274847.697","2736015.904","竹120縣道","24.73109","121.2456","泰雅族"
87,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","1~2","Uraw","宇老部落","278522.241","2728999.232","橫山分局宇老派出所","24.66768","121.2818","泰雅族"
88,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","3","Libu","李埔部落","279879.17","2728893.218","公路","24.6667","121.2952","泰雅族"
89,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","4~5","Llyung","馬里光部落","280500.734","2728167.256","玉峰國小","24.66013","121.3013","泰雅族"
90,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","6","Ulay","烏來部落","281287.676","2727506.263","石磊道路","24.65415","121.3091","泰雅族"
91,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","7","Batul","泰平部落","283797.77","2729286.104","玉峰道路","24.67016","121.3339","泰雅族"
92,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","8","Ｍami","馬美部落","281390.314","2730937.713","公路","24.68513","121.3102","泰雅族"
93,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","9~10","Ｑuri","石磊部落","283042.506","2727661.967","石磊國小","24.65552","121.3264","泰雅族"
94,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","11","Ｐlmwan","平論文部落","283816.027","2727552.662","公路","24.65451","121.3341","泰雅族"
95,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","12","Tayax","抬耀部落","284524.198","2727087.27","分岔路口","24.65029","121.3411","泰雅族"
96,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","13","Ponaway","帛納外部落","285462.341","2728284.609","公路","24.66108","121.3504","泰雅族"
97,"20220725","10004","10004120","新竹縣","尖石鄉","玉峰村","14","Smangus","司馬庫斯部落","283843.348","2719151.839","遊客服務中心","24.57866","121.3342","泰雅族"
98,"20220725","10004","10004120","新竹縣","尖石鄉","秀巒村","1","Qolu","上田埔部落","278204.988","2726096.895","秀巒國小","24.64148","121.2786","泰雅族"
99,"20220725","10004","10004120","新竹縣","尖石鄉","秀巒村","2、3","Qyuws","下田埔部落","277853.973","2725861.074","新竹縣消防局田埔消防站","24.63936","121.2751","泰雅族"
100,"20220725","10004","10004120","新竹縣","尖石鄉","秀巒村","4~6","Hbun-tunan","控溪部落","278949.091","2723508.688","秀巒國小","24.6181","121.2859","泰雅族"
101,"20220725","10004","10004120","新竹縣","尖石鄉","秀巒村","7","Thyakan","泰崗部落","280003.591","2722795.358","橫山分局泰崗派出所","24.61164","121.2963","泰雅族"
102,"20220725","10004","10004120","新竹縣","尖石鄉","秀巒村","8","Smangus","斯馬庫斯部落","280703.193","2719284.113","新光國小","24.57992","121.3031","泰雅族"
103,"20220725","10004","10004120","新竹縣","尖石鄉","秀巒村","9","Cinsbu","鎮西堡部落","280771.823","2718323.214","公路","24.57125","121.3038","泰雅族"
104,"20220725","10004","10004120","新竹縣","尖石鄉","秀巒村","10~11","Kin lwan","錦路部落","277579.345","2721696.375","秀錦道路","24.60176","121.2724","泰雅族"
105,"20220725","10004","10004120","新竹縣","尖石鄉","秀巒村","12~13","Yuluw","養老部落","277024.688","2720267.97","三岔路口","24.58887","121.2668","泰雅族"
106,"20220725","10004","10004120","新竹縣","尖石鄉","梅花村","1~3","Metapay","梅達拜部落","271102.999","2730128.059","梅花國小","24.67799","121.2085","泰雅族"
107,"20220725","10004","10004120","新竹縣","尖石鄉","梅花村","4~5","M’yutak","梅阿尤達克部落","270662.724","2729569.845","梅花道路","24.67296","121.2042","泰雅族"
108,"20220725","10004","10004120","新竹縣","尖石鄉","梅花村","6","Mrmurak","梅拉姆拉克部落","269779.148","2729324.731","梅花道路","24.67076","121.1954","泰雅族"
109,"20220725","10004","10004120","新竹縣","尖石鄉","梅花村","7","Spwan","司普萬部落","269522.758","2729344.271","梅花道路","24.67094","121.1929","泰雅族"
110,"20220725","10004","10004120","新竹縣","尖石鄉","梅花村","8","Melukux","梅魯庫互部落","268410.892","2729129.463","梅花道路","24.66901","121.1819","泰雅族"
111,"20220725","10004","10004120","新竹縣","尖石鄉","梅花村","9","Metuiy","梅杜依部落","269875.382","2729341.352","梅花道路","24.6709","121.1964","泰雅族"
112,"20220725","10004","10004130","新竹縣","五峰鄉","竹林村","1~3","Takunan","羅山部落","264965.844","2724227.464","竹東分局羅山派出所","24.62479","121.1478","泰雅族"
113,"20220725","10004","10004130","新竹縣","五峰鄉","竹林村","4","T’apan","忠興部落","263045.091","2720513.839","忠喜道路","24.59128","121.1288","泰雅族"
114,"20220725","10004","10004130","新竹縣","五峰鄉","竹林村","4","Si’ung","喜翁部落","263045.091","2720513.839","忠喜道路","24.59128","121.1288","泰雅族"
115,"20220725","10004","10004130","新竹縣","五峰鄉","竹林村","5","Maybalay","和平部落","261529.445","2723819.967","羅平道路","24.62114","121.1139","泰雅族"
116,"20220725","10004","10004130","新竹縣","五峰鄉","花園村","1~2","Kawabata","河頭部落","262764.699","2726547.14","羅山道路","24.64575","121.1261","泰雅族"
117,"20220725","10004","10004130","新竹縣","五峰鄉","花園村","3","Kyu’ang","下比來部落","263375.938","2727473.781","羅平道路","24.65411","121.1321","賽夏族"
118,"20220725","10004","10004130","新竹縣","五峰鄉","花園村","4","Oro’raw:","上比來部落","264494.08","2727126.335","比來橋","24.65097","121.1432","賽夏族"
119,"20220725","10004","10004130","新竹縣","五峰鄉","花園村","5~6","Mayl’ux","大冬田部落","265297.383","2726585.342","竹東分局花園派出所","24.64607","121.1511","泰雅族"
120,"20220725","10004","10004130","新竹縣","五峰鄉","花園村","7~8","Mayhuman","花園部落","265346.59","2726804.568","花園國小","24.64805","121.1516","泰雅族"
121,"20220725","10004","10004130","新竹縣","五峰鄉","花園村","9~10","R’ra’","天湖部落","266817.697","2728044.453","天湖產業道路","24.65923","121.1662","泰雅族"
122,"20220725","10004","10004130","新竹縣","五峰鄉","大隘村","1~5","Sipazi’","十八兒部落","262108.029","2725333.796","南清公路","24.6348","121.1196","泰雅族"
123,"20220725","10004","10004130","新竹縣","五峰鄉","大隘村","6~12","Tatoba’","五峰部落","261903.062","2724917.044","五峰國小","24.63104","121.1176","泰雅族、賽夏族"
124,"20220725","10004","10004130","新竹縣","五峰鄉","大隘村","13","Kahaehaeoan","泰平部落","260738.578","2724559.432","南清公路","24.62782","121.1061","賽夏族"
125,"20220725","10004","10004130","新竹縣","五峰鄉","大隘村","14","Sansama:an","上大隘部落","259371.591","2725055.932","公路","24.63231","121.0926","賽夏族"
126,"20220725","10004","10004130","新竹縣","五峰鄉","大隘村","14","Ngangihaw","鵝公髻部落","259126.325","2724240.931","三岔路口","24.62496","121.0901","賽夏族"
127,"20220725","10004","10004130","新竹縣","五峰鄉","大隘村","15","Sayie","下大隘部落","260534.848","2724293.986","南清公路","24.62543","121.1041","賽夏族"
128,"20220725","10004","10004130","新竹縣","五峰鄉","大隘村","16","Ip’ipa’an bato","朱家莊部落","260030.703","2723971.187","五峰鄉文化館","24.62251","121.0991","賽夏族"
129,"20220725","10004","10004130","新竹縣","五峰鄉","大隘村","17~19","Yohae’","高峰部落","260354.182","2723648.818","南清公路","24.6196","121.1023","賽夏族"
130,"20220725","10004","10004130","新竹縣","五峰鄉","大隘村","20~23","Singaw","茅圃部落","260436.195","2723233.185","竹東分局茅圃派出所","24.61585","121.1031","泰雅族"
131,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","1~3","Blangaw","桃山部落","261028.418","2721091.67","竹東分局桃山派出所","24.59651","121.1089","泰雅族"
132,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","4","Heku’","黑崮部落","260781.48","2719891.496","南清公路","24.58567","121.1065","泰雅族"
133,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","5、18","R’uyan","白蘭部落","259024.483","2719375.276","三岔路口","24.58102","121.0891","泰雅族"
134,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","6~7","Sansaru","三叉路部落","260576.166","2719285.648","南清公路","24.58021","121.1044","泰雅族"
135,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","8~10、15~17","Ulay","清泉部落","260676.997","2718747.489","桃山國小","24.57535","121.1054","泰雅族"
136,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","11","Kukung","出河部落","259102.664","2717634.443","竹東分局雲山派出所","24.56531","121.0899","泰雅族"
137,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","11~12","Ruba’","土場部落","259102.664","2717634.443","竹東分局雲山派出所","24.56531","121.0899","泰雅族"
138,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","13~14","Mintuyu","民都有部落","260856.535","2719181.615","公路","24.57926","121.1072","泰雅族"
139,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","19","Trayan","松本部落","264115.188","2716279.958","松本道路","24.55304","121.1393","泰雅族"
140,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","19","Minse","民生部落","262852.537","2714684.498","大鹿林道","24.53865","121.1269","泰雅族"
141,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","19~20","Skaru","石鹿部落","262852.537","2714684.498","大鹿林道","24.53865","121.1269","泰雅族"
142,"20220725","10004","10004130","新竹縣","五峰鄉","桃山村","20","Lwax khu’","雲山部落","262852.537","2714684.498","大鹿林道","24.53865","121.127","泰雅族"
143,"20220725","10004","10004040","新竹縣","關西鎮","錦山里","8~11","Qalang  m’utu","馬武督部落","275094.016","2741303.042","羅馬公路","24.77883","121.2482","泰雅族"
144,"20220725","10004","10004040","新竹縣","關西鎮","錦山里","14~17","Qalang  q’yulang","戈尤浪部落","273666.961","2740140.617","六曲窩道路","24.76835","121.234","泰雅族"
145,"20220725","10005","10005180","苗栗縣","泰安鄉","梅園村","1~2","Maylubung","梅園部落","246518","2697655","三叉路口","24.38493472","120.9656758","泰雅族"
146,"20220725","10005","10005180","苗栗縣","泰安鄉","梅園村","3~6","B’anux","天狗部落","247862.685","2698555.462","大湖分局梅園派出所","24.39298","120.9789","泰雅族"
147,"20220725","10005","10005180","苗栗縣","泰安鄉","象鼻村","1","Mepuwal","象鼻部落","244620.942","2694886.007","象鼻國小","24.35984","120.947","泰雅族"
148,"20220725","10005","10005180","苗栗縣","泰安鄉","象鼻村","2~4","Mabanan","永安部落","245877.919","2694836.588","東勢林管處麻必浩護管所","24.3594","120.9594","泰雅族"
149,"20220725","10005","10005180","苗栗縣","泰安鄉","象鼻村","5~7","Maytayax","大安部落","246774.295","2696223.859","大湖分局大安派出所","24.37192","120.9682","泰雅族"
150,"20220725","10005","10005180","苗栗縣","泰安鄉","士林村","1~3","Suru","蘇魯部落","242116.215","2693308.538","三岔路口","24.34559","120.9223","泰雅族"
151,"20220725","10005","10005180","苗栗縣","泰安鄉","士林村","6~7","Malabang","馬那邦部落","243502.492","2693270.428","台電卓蘭發電處","24.34525","120.936","泰雅族"
152,"20220725","10005","10005180","苗栗縣","泰安鄉","八卦村","1~4","Pakwari","八卦力部落","243164.439","2709252.609","汶水國小八卦分班","24.48955","120.9326","泰雅族"
153,"20220725","10005","10005180","苗栗縣","泰安鄉","大興村","1~5","Matabalay","榮安部落","240750.19","2701676.838","泰安中小學","24.42113","120.9088","泰雅族"
154,"20220725","10005","10005180","苗栗縣","泰安鄉","大興村","6~8","Gali-hwan","南灣部落","241109.768","2700477.391","南清聯絡道路","24.41031","120.9123","泰雅族"
155,"20220725","10005","10005180","苗栗縣","泰安鄉","清安村","7~8","Mabatuan","大坪部落","242835.774","2703448.326","苗62-1","24.43714","120.9293","泰雅族"
156,"20220725","10005","10005180","苗栗縣","泰安鄉","錦水村","4~7","Tabilas","圓墩部落","243983.703","2706524.44","汶水國小","24.46492","120.9406","泰雅族"
157,"20220725","10005","10005180","苗栗縣","泰安鄉","錦水村","9~10","Swasiq","斯瓦細格部落","246827.133","2707060.933","大湖分局龍山派出所","24.46977","120.9687","泰雅族"
158,"20220725","10005","10005180","苗栗縣","泰安鄉","錦水村","11~13","Quwis awi’","砂埔鹿部落","244118.716","2707282.096","錦卦聯絡道路","24.47177","120.942","泰雅族"
159,"20220725","10005","10005180","苗栗縣","泰安鄉","中興村","1~3","Sakuhan","細道邦部落","242005.15","2698727.128","泰興國小","24.39451","120.9212","泰雅族"
160,"20220725","10005","10005180","苗栗縣","泰安鄉","中興村","4~5","Maibagah","司馬限部落","243790.726","2699767.734","司馬限林道","24.40391","120.9388","泰雅族"
161,"20220725","10005","10005170","苗栗縣","獅潭鄉","百壽村","3~5、7~8、11、13","Sawi","百壽部落","244025.737","2719202.818","大湖分局百壽派出所","24.57939","120.941","賽夏族"
162,"20220725","10005","10005110","苗栗縣","南庄鄉","西村","12~16","haba:","大屋坑部落","249493.228","2721357.493","三岔路口","24.59886","120.995","賽夏族"
163,"20220725","10005","10005110","苗栗縣","南庄鄉","南江村","10~13","kaehkaba:oS","馬果坪部落","249203.829","2719697.332","海邊八卦力道路","24.58387","120.9921","賽夏族"
164,"20220725","10005","10005110","苗栗縣","南庄鄉","南江村","24~25","Sasasezeman","東江新?部落","250534.019","2720904.223","24鄰25鄰交界","24.59477","121.0053","泰雅族"
165,"20220725","10005","10005110","苗栗縣","南庄鄉","蓬萊村","2、4~8","ray’in","蓬萊部落","247139.256","2715293.779","頭份分局蓬萊派出所","24.54411","120.9718","賽夏族"
166,"20220725","10005","10005110","苗栗縣","南庄鄉","蓬萊村","11、20","kahkahoe’an","八卦力部落","246125.024","2713517.77","蓬萊溪自然生態園區","24.52807","120.9618","賽夏族"
